0.010000,0.000000,-0.000168,-0.000059,0.818259,-0.000003,-0.049012,0.098449,0.000083,-0.049013,-0.098482,-0.000082,0.149180,-0.000004,0.000001,-0.397925,-0.000000,0.000001,0.000000,0.149172,-0.000004,0.000001,-0.397924,-0.000000,0.000001,0.000000
0.110000,0.000000,-0.000318,-0.000048,0.818250,-0.000003,-0.049008,0.098200,0.000091,-0.049008,-0.098231,-0.000089,0.149663,-0.000002,0.000001,-0.399178,-0.000000,0.000001,-0.000000,0.149655,-0.000002,0.000002,-0.399176,-0.000000,0.000001,0.000000
0.210000,0.000000,-0.000444,-0.000039,0.818245,-0.000003,-0.049005,0.097966,0.000097,-0.049006,-0.097997,-0.000096,0.149860,-0.000001,0.000001,-0.399674,-0.000000,0.000001,-0.000000,0.149852,-0.000001,0.000002,-0.399673,-0.000000,0.000001,0.000000
0.310000,0.000000,-0.000549,-0.000031,0.818242,-0.000003,-0.049003,0.097747,0.000101,-0.049005,-0.097776,-0.000100,0.149942,-0.000001,0.000002,-0.399871,-0.000000,0.000001,0.000000,0.149934,-0.000001,0.000002,-0.399869,-0.000000,0.000001,0.000001
0.410000,0.000000,-0.000538,-0.000032,0.818278,-0.000115,-0.049049,0.097585,0.000131,-0.049052,-0.097609,-0.000079,0.149089,0.000011,0.000011,-0.396371,0.000005,0.000003,0.000038,0.148890,0.000015,0.000003,-0.396428,-0.000003,0.000004,0.000031
0.510000,0.000000,-0.000388,-0.000057,0.818694,-0.000600,-0.049047,0.097492,0.000222,-0.049050,-0.097511,0.000001,0.139738,-0.000017,0.000012,-0.371715,0.000010,-0.000001,0.000073,0.139467,-0.000007,-0.000005,-0.371797,-0.000008,0.000005,0.000062
0.610000,0.000000,-0.000426,-0.000040,0.818955,-0.000878,-0.049041,0.097406,0.000290,-0.049041,-0.097455,0.000049,0.135725,-0.000029,0.000010,-0.361717,0.000010,-0.000002,0.000075,0.135659,-0.000019,-0.000011,-0.361735,-0.000010,0.000003,0.000073
0.710000,0.000000,-0.000628,-0.000036,0.819117,-0.000959,-0.049046,0.097358,0.000354,-0.049047,-0.097397,0.000100,0.134036,-0.000023,0.000009,-0.357777,0.000010,-0.000002,0.000071,0.134100,-0.000013,-0.000011,-0.357753,-0.000010,0.000003,0.000075
0.810000,0.000000,-0.000995,-0.000011,0.819084,-0.000971,-0.049072,0.097315,0.000415,-0.049073,-0.097361,0.000150,0.133303,-0.000008,0.000011,-0.356232,0.000009,-0.000001,0.000067,0.133403,0.000001,-0.000009,-0.356195,-0.000010,0.000005,0.000072
0.910000,0.000000,-0.001546,-0.000016,0.818938,-0.000922,-0.049114,0.097287,0.000469,-0.049118,-0.097328,0.000201,0.132943,-0.000003,0.000011,-0.355642,0.000008,0.000000,0.000061,0.133060,0.000005,-0.000007,-0.355598,-0.000010,0.000005,0.000068
1.010000,0.000000,-0.002368,-0.000020,0.818791,-0.000615,-0.049123,0.097232,0.000484,-0.049130,-0.097272,0.000187,0.135526,-0.000009,0.000025,-0.359641,0.000019,-0.000002,0.000133,0.135919,0.000008,-0.000028,-0.359510,-0.000023,0.000005,0.000151
