0.500000,3.000000,0.000000,0.000000,0.811873,0.000126,0.010154,0.277726,-0.101755,-0.018527,-0.080130,-0.204634,-0.049680,0.018847,-0.004612,-0.131398,0.024297,-0.185508,-0.220447,-0.071963,-0.076545,0.364438,-0.137118,0.338269,-0.223414,0.212084
1.800000,0.000000,-0.010963,0.120843,0.804211,-0.158521,0.001846,0.319263,-0.088023,0.001120,-0.057512,-0.319338,-0.006485,0.163466,-0.103165,-0.180648,0.030576,-0.210570,-0.385187,-0.121965,-0.238204,0.448288,-0.244520,0.304112,-0.266528,0.371319
3.000000,0.000000,-0.015486,0.296842,0.819779,0.010596,-0.032757,0.390220,-0.064822,-0.052860,0.047246,0.162038,-0.189312,0.221737,-0.257497,-0.190228,-0.005190,-0.173587,-0.360462,-0.256251,-0.253907,0.492217,-0.236533,0.297861,-0.256936,0.367831
3.500000,0.000000,-0.022195,0.223770,0.843932,0.015370,-0.005927,0.354006,-0.045028,-0.023307,0.008025,0.151948,-0.265426,0.328177,-0.446071,-0.285135,-0.164948,-0.205645,-0.315163,-0.328605,-0.306824,0.716888,-0.367300,0.570453,-0.201272,0.270183
4.000000,0.000000,-0.012848,0.200472,0.849232,0.026697,0.004641,0.351206,-0.051166,-0.010056,0.004618,0.155352,-0.208213,0.339243,-0.557967,-0.406218,-0.368821,-0.142152,-0.190423,-0.271186,-0.272605,0.795793,-0.478396,0.887532,-0.008854,0.225287
4.500000,0.000000,0.000095,0.199761,0.844506,0.014772,0.020928,0.362320,-0.046266,0.006176,0.015889,0.149262,-0.335112,0.234306,-0.390162,-0.365152,-0.398964,-0.050151,-0.339397,-0.340348,-0.208087,0.649473,-0.451632,0.943193,-0.043464,0.409202
5.000000,0.000000,0.027683,0.206761,0.846798,-0.006273,-0.014043,0.324315,-0.055235,-0.025262,-0.018484,0.136831,-0.818195,0.141589,-0.252210,-0.217257,-0.356475,0.076799,-0.555311,-0.890504,-0.106267,0.579936,-0.272738,0.843488,-0.120452,0.765150
5.500000,0.000000,0.045505,0.208697,0.852355,-0.011712,-0.032453,0.295342,-0.056371,-0.044270,-0.047354,0.142289,-1.327799,0.127679,-0.259560,-0.199927,-0.382976,0.148970,-0.656926,-1.403445,-0.080700,0.645791,-0.210905,0.748802,-0.146474,0.894244
6.000000,0.000000,0.043499,0.206991,0.854647,-0.003965,-0.043143,0.304474,-0.060960,-0.054412,-0.038683,0.143610,-1.541479,0.221238,-0.449265,-0.375874,-0.378283,-0.122459,-0.570848,-1.664623,-0.144326,0.839789,-0.311166,0.718092,-0.234716,0.677266
6.500000,0.000000,0.022392,0.204048,0.852357,-0.010062,-0.043270,0.317833,-0.050184,-0.053460,-0.026510,0.136913,-1.326276,0.376907,-0.545359,-0.775738,-0.425327,-0.245298,-0.315415,-1.533068,-0.267808,0.978878,-0.671365,0.837204,-0.188129,0.416066
7.000000,0.000000,0.005596,0.207784,0.851870,-0.028203,-0.031264,0.335097,-0.048590,-0.041025,-0.009056,0.138499,-0.779986,0.543444,-0.164345,-1.482458,-0.385162,-0.304563,-0.353880,-0.958418,-0.567791,0.533200,-1.570800,0.980414,-0.198436,0.557395
7.500000,0.000000,-0.018461,0.205729,0.852799,-0.042507,-0.027536,0.347764,-0.051967,-0.039360,0.006492,0.143579,-0.492925,0.699131,0.048501,-1.570800,-0.142894,-0.618846,-0.338415,-0.767215,-0.678262,0.349684,-1.570800,0.906101,-0.450952,0.418543
8.000000,0.000000,-0.047304,0.206082,0.852458,-0.031009,-0.015548,0.353645,-0.053793,-0.027329,0.010973,0.145013,-0.047782,0.735890,0.439867,-1.570800,-0.055545,-0.886862,-0.303431,-0.566795,-0.801795,0.097950,-1.570800,0.905042,-0.522225,0.144890
8.500000,0.000000,-0.024285,0.185074,0.862469,-0.014927,-0.006797,0.367228,-0.046321,-0.018808,0.024854,0.146236,0.390541,0.261202,0.801060,-1.570800,-0.374662,-1.138927,0.075206,0.018597,-0.318384,0.277530,-1.570800,1.570800,0.362394,-0.721975
9.000000,0.000000,-0.008041,0.206006,0.849502,0.058666,0.022978,0.383171,-0.056790,0.009530,0.038788,0.149893,0.523599,0.228901,0.149325,-1.498465,-0.733517,-0.377730,0.269921,0.434324,-0.254324,0.127526,-1.544506,1.434515,0.142907,-0.287333
9.500000,0.000000,0.007582,0.209583,0.847692,0.053969,0.013046,0.362384,-0.061386,-0.000368,0.016879,0.150299,0.306921,0.289308,-0.006350,-0.936542,-0.755660,-0.163122,-0.028186,0.089574,-0.207111,0.229213,-0.858019,1.374452,-0.023499,0.207937
10.000000,0.000000,0.012321,0.213523,0.846913,0.036611,0.008037,0.343471,-0.059801,-0.005628,-0.002087,0.147934,-0.071185,0.286329,-0.278477,-0.540142,-0.788006,-0.074451,-0.392813,-0.215086,-0.178727,0.421372,-0.447535,1.232457,-0.086485,0.464397
10.500000,0.000000,0.009914,0.241690,0.838928,-0.047343,-0.006922,0.321582,-0.081789,-0.016332,-0.023478,0.126248,-0.302622,0.232817,-0.436215,-0.315744,-0.608749,-0.075219,-0.539650,-0.460387,-0.106014,0.642742,-0.240497,1.080406,-0.145484,0.618553
11.000000,2.000000,0.020234,0.322422,0.804957,-0.356775,-0.058328,0.311226,-0.105519,-0.067113,-0.056584,-0.253505,-0.468041,0.156340,-0.421618,-0.119297,-0.357479,-0.064603,-0.622767,-0.865107,0.100260,0.938934,-0.148915,1.035041,-0.242432,0.722891
11.300000,2.000000,0.026521,0.330785,0.766380,-0.802481,-0.100904,0.357929,-0.114040,-0.134075,-0.042871,-0.984852,-0.513147,0.044249,-0.272773,-0.054224,-0.077403,-0.128221,-0.742266,-1.182125,0.234031,1.172345,-0.386313,0.798788,-0.414772,0.529288
12.500000,0.000000,0.023003,0.281952,0.735786,-1.134173,-0.098414,0.403867,-0.336705,-0.163853,-0.037302,-1.452085,-0.536865,-0.088824,-0.252178,-0.048497,0.174972,-0.066150,-1.035418,-0.988668,-0.275126,1.158085,-1.570800,0.988893,-0.222917,0.287111
13.000000,0.000000,-0.036294,0.143682,0.742024,-1.069053,-0.100541,0.360612,-0.232963,-0.156707,-0.073970,-1.396265,-0.411428,-0.055530,-0.313293,-0.173890,0.451594,-0.077214,-0.955257,-0.967146,-0.222146,1.124712,-1.570800,1.135371,-0.279084,0.207625
13.500000,0.000000,-0.069682,0.036276,0.746620,-1.030328,-0.079755,0.328687,-0.182650,-0.130453,-0.104894,-1.409506,-0.381770,-0.038224,-0.490912,-0.275317,0.731716,-0.120178,-0.847089,-1.066862,-0.227249,1.151829,-1.570800,1.100382,-0.305667,0.153219
13.800000,1.000000,-0.083989,-0.062561,0.756428,-0.987479,0.000583,0.279578,-0.250178,-0.122910,-0.144760,-1.363070,-0.401073,-0.070414,-0.658793,-0.261197,0.899231,-0.168574,-0.772716,-1.101315,-0.250029,1.162750,-1.570800,1.026723,-0.323585,0.092746
14.000000,1.000000,-0.079853,-0.050117,0.733319,-0.998023,0.331532,0.193365,-0.228734,-0.077592,-0.183223,-1.379882,-0.645134,-0.110724,-0.820828,-0.241440,0.956964,-0.101704,-0.746882,-1.068231,-0.283048,1.040999,-1.570800,1.012081,-0.269856,0.025116
15.000000,0.000000,0.087037,0.063001,0.747139,-1.123694,0.361211,0.223602,-0.263636,-0.127553,-0.176587,-1.461620,-0.979527,-0.131351,-0.928897,-0.264746,0.984621,-0.168886,-0.701462,-0.544188,-0.264055,0.961907,-1.546705,1.247613,0.006856,-0.073302
15.500000,0.000000,0.207638,0.197299,0.759294,-0.970397,0.382097,0.263591,-0.185112,-0.095809,-0.109827,-1.171791,-1.192142,-0.076462,-1.015951,-0.371336,1.118286,-0.203163,-0.749722,-0.457319,-0.179511,0.894880,-1.134173,1.231134,-0.045920,0.108776
16.000000,0.000000,0.233662,0.227608,0.759996,-0.626109,0.359762,0.270255,-0.173459,-0.109423,-0.069497,-0.619234,-1.237817,0.017350,-1.104234,-0.519935,1.272521,-0.302998,-0.751994,-0.473305,-0.171450,0.881256,-0.684831,1.162895,-0.054356,0.258466
16.500000,0.000000,0.255235,0.204202,0.744752,-0.398167,0.396637,0.254250,-0.109726,-0.089076,-0.096079,-0.579322,-1.237074,0.090288,-1.125360,-0.647591,1.333519,-0.375245,-0.751772,-0.519611,-0.231256,0.917588,-0.500963,1.063114,-0.066686,0.315345
17.000000,0.000000,0.297661,0.225103,0.728861,-0.185949,0.420070,0.292030,-0.080547,-0.064225,-0.052097,-0.529097,-1.375138,0.150701,-1.213248,-0.661785,1.090292,-0.375067,-0.548913,-0.495478,-0.264405,0.513380,-0.448596,0.410914,-0.239005,0.324485
17.500000,0.000000,0.324983,0.264143,0.724853,-0.058560,0.406758,0.334967,-0.101161,-0.057195,-0.001091,-0.533632,-1.581613,0.399408,-1.361233,-0.926850,0.767254,-0.335565,-0.480211,-0.545085,-0.002066,0.484374,-0.328868,-0.023503,-0.369577,0.567407
18.000000,0.000000,0.383983,0.299020,0.734737,-0.363748,0.367178,0.339237,-0.179817,-0.027552,0.018863,-1.122417,-1.766818,0.752341,-1.536528,-1.378168,0.577800,-0.408567,-0.442271,-0.534630,0.216803,0.630845,-0.179310,-0.312279,-0.343554,0.746497
18.500000,0.000000,0.388322,0.314769,0.730434,-0.604358,0.389326,0.379028,-0.233659,0.032220,-0.044351,-1.198075,-1.763374,0.871122,-1.452627,-1.570800,0.547263,-0.465335,-0.378308,-0.641169,0.307204,0.824655,-0.130395,-0.360594,-0.353541,0.782489
19.000000,0.000000,0.303979,0.208053,0.713053,-0.438770,0.379832,0.381735,-0.154730,-0.026066,-0.128748,-1.404625,-1.354962,0.658552,-1.076147,-1.570800,0.164523,-0.566964,-0.046510,-0.830697,0.274239,0.856891,-0.174600,-0.566249,-0.333967,1.005112
19.500000,0.000000,0.168424,0.060289,0.746624,-0.514539,0.356377,0.321907,-0.191021,-0.050040,-0.222615,-1.384057,-0.814654,0.318835,-0.759600,-1.570800,-0.369228,-0.546512,0.205315,-1.166621,0.061280,1.021048,-0.300211,-0.713630,-0.426815,0.854331
20.000000,0.000000,0.091144,-0.029261,0.760542,-0.802507,0.323659,0.289961,-0.871919,-0.044389,-0.235644,-1.375146,-0.736472,0.239174,-0.704095,-1.568543,-0.501272,-0.434867,0.072166,-1.460432,-0.091842,1.211056,-0.361102,-0.713348,-0.444268,0.722684
