body_pos_x,body_pos_y,body_pos_z,body_quat_w,body_quat_x,body_quat_y,body_quat_z,joint_pos_00,joint_pos_01,joint_pos_02,joint_pos_03,joint_pos_04,joint_pos_05,joint_pos_06,joint_pos_07,joint_pos_08,joint_pos_09,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15,joint_pos_16,joint_pos_17,joint_pos_18,joint_pos_19,joint_pos_20,joint_vel_00,joint_vel_01,joint_vel_02,joint_vel_03,joint_vel_04,joint_vel_05,joint_vel_06,joint_vel_07,joint_vel_08,joint_vel_09,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20
1.067343,0.016698,0.717168,0.397955,0.000633,-0.070756,0.914672,0.125517,-2.406756,0.148383,-1.116412,1.601305,0.131573,-0.261799,0.194551,0.300333,-0.082589,0.800679,-0.600341,-0.150075,-0.191163,0.624664,-1.570800,-1.335261,-1.327355,-1.394298,0.521632,-1.908647,-0.289661,-0.255489,0.102257,-0.672266,0.223750,1.157113,-0.000142,0.739378,-0.420409,1.257963,0.716552,0.194074,-0.007493,-0.208045,-0.092486,-0.000003,-0.047937,-0.061968,0.168225,-0.059471,-0.470898
1.068122,0.014063,0.718870,0.405036,0.001227,-0.067699,0.911790,0.118943,-2.405395,0.149869,-1.125980,1.603960,0.154309,-0.261799,0.210741,0.291632,-0.056426,0.813761,-0.594939,-0.150531,-0.195306,0.622883,-1.570800,-1.336151,-1.328868,-1.390270,0.520212,-1.918181,-0.386593,0.301862,0.131240,-0.344220,0.064394,1.143588,0.000000,0.797505,-0.489596,1.334834,0.562006,0.335090,-0.082771,-0.189160,-0.077046,-0.000003,-0.037596,-0.072396,0.209463,-0.065990,-0.435603
1.069136,0.010956,0.721408,0.412308,0.002038,-0.063417,0.908833,0.110054,-2.394682,0.153633,-1.130181,1.603880,0.177317,-0.261799,0.226451,0.280749,-0.029196,0.823160,-0.586937,-0.153386,-0.198729,0.621582,-1.570800,-1.336764,-1.330251,-1.385919,0.518992,-1.926071,-0.591269,0.822496,0.477109,-0.102183,-0.073349,1.290821,0.000000,0.672056,-0.790788,1.509154,0.383568,0.449368,-0.162155,-0.150661,-0.050265,0.000000,-0.023714,-0.034550,0.227991,-0.026160,-0.340658
1.069805,0.007157,0.724667,0.420004,0.005481,-0.056143,0.905767,0.095292,-2.372495,0.168953,-1.130067,1.601026,0.205942,-0.261799,0.237623,0.260000,0.003941,0.829104,-0.576964,-0.157017,-0.201332,0.620872,-1.570800,-1.337099,-1.330250,-1.381151,0.519166,-1.931807,-0.800740,1.371759,0.708195,0.109321,-0.315127,1.493088,0.000000,0.649271,-0.958722,1.779227,0.260861,0.530978,-0.081619,-0.149356,-0.032158,0.000003,-0.016546,0.011915,0.284177,0.022875,-0.303710
1.070371,0.003304,0.728314,0.427195,0.007665,-0.049622,0.902764,0.078024,-2.339811,0.181961,-1.125808,1.591275,0.237041,-0.261799,0.252422,0.242401,0.041974,0.833594,-0.565698,-0.156651,-0.204704,0.620296,-1.570800,-1.337426,-1.329774,-1.374552,0.519907,-1.938220,-0.914100,2.446419,0.630633,0.915888,-0.933966,1.844696,0.000000,1.263991,-0.860821,2.382506,0.349370,0.752880,0.118177,-0.290764,-0.034034,0.000003,-0.023454,0.023800,0.548920,0.053398,-0.496429
1.071625,-0.001802,0.733006,0.433910,0.007541,-0.041131,0.899985,0.058728,-2.274638,0.194178,-1.093431,1.563668,0.279730,-0.261799,0.288183,0.225567,0.099241,0.843078,-0.546849,-0.152290,-0.212963,0.619511,-1.570800,-1.338037,-1.329298,-1.359194,0.521302,-1.951664,-0.914077,4.350698,0.714275,2.559486,-1.829061,1.872218,0.000000,2.249575,-0.887755,3.085645,0.801556,0.938316,0.296259,-0.758434,-0.047554,-0.000003,-0.053504,-0.046796,1.332605,0.100806,-1.139784
1.072559,-0.007859,0.738589,0.440489,0.007003,-0.030756,0.897204,0.041461,-2.165783,0.210532,-1.023429,1.518113,0.311929,-0.261799,0.342405,0.206890,0.165399,0.865656,-0.528166,-0.144801,-0.235041,0.618394,-1.570800,-1.339566,-1.331646,-1.321248,0.523940,-1.983811,-0.925609,6.041443,0.840106,3.810851,-2.425122,1.556421,0.000000,2.508693,-1.025048,3.338075,0.886616,0.970608,0.459516,-1.505215,-0.053486,-0.000003,-0.118822,-0.303060,2.530274,0.221302,-2.205610
1.072692,-0.013928,0.744753,0.447624,0.008385,-0.019326,0.893974,0.021704,-2.032980,0.227782,-0.940997,1.466663,0.341987,-0.261799,0.388530,0.184566,0.232764,0.878543,-0.508025,-0.133909,-0.273171,0.617371,-1.570800,-1.342790,-1.341420,-1.257983,0.530154,-2.039889,-0.991920,6.404379,0.621799,3.769730,-2.384189,1.203755,0.000000,1.704739,-1.047931,2.916860,0.046273,1.096936,0.507003,-2.185484,0.010033,0.036845,-0.235054,-0.926596,3.627509,0.636326,-3.465164
1.072209,-0.018894,0.750366,0.454206,0.010267,-0.010357,0.890777,0.001784,-1.909608,0.235404,-0.872640,1.422745,0.360079,-0.261799,0.410594,0.164973,0.282074,0.867507,-0.484288,-0.124520,-0.322460,0.618795,-1.569326,-1.348969,-1.368710,-1.176148,0.549393,-2.122417,-1.023325,5.024171,-0.048763,2.376963,-1.553857,0.748735,0.000000,0.873850,-0.777698,2.212723,-0.682643,1.130114,0.365439,-1.652010,0.086820,0.092867,-0.220171,-1.031753,2.776298,0.727761,-2.833784
1.071855,-0.023085,0.754497,0.459973,0.011209,-0.004361,0.887851,-0.019229,-1.832014,0.225832,-0.845919,1.404508,0.371936,-0.261799,0.423485,0.153458,0.321273,0.851237,-0.462820,-0.119292,-0.339252,0.620844,-1.567085,-1.351597,-1.382690,-1.146931,0.559264,-2.153240,-1.070481,4.163617,-0.506457,1.644708,-1.061997,0.527637,0.000000,0.713481,-0.620415,2.037746,-0.832441,1.201228,0.319575,-0.639205,0.118653,0.160673,-0.096533,-0.562271,1.134884,0.373453,-1.143122
