body_pos_x,body_pos_y,body_pos_z,body_quat_w,body_quat_x,body_quat_y,body_quat_z,joint_pos_00,joint_pos_01,joint_pos_02,joint_pos_03,joint_pos_04,joint_pos_05,joint_pos_06,joint_pos_07,joint_pos_08,joint_pos_09,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15,joint_pos_16,joint_pos_17,joint_pos_18,joint_pos_19,joint_pos_20,joint_vel_00,joint_vel_01,joint_vel_02,joint_vel_03,joint_vel_04,joint_vel_05,joint_vel_06,joint_vel_07,joint_vel_08,joint_vel_09,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20
0.047701,-0.576910,0.728179,0.688071,-0.010265,-0.003425,-0.725563,-0.025625,-0.420360,0.004913,-0.246168,0.969196,-0.510676,0.154200,0.945073,0.424885,0.906794,1.050923,0.042191,0.061254,-0.368131,0.227707,-0.372443,-1.565841,-0.243076,0.085719,0.745964,-1.602413,-1.083894,-2.480546,-0.353149,-1.930169,0.478272,0.675923,0.146695,0.887422,0.404343,-1.208276,4.360138,-0.542767,-0.566104,-0.918626,0.138728,-2.475111,-0.159043,0.495292,-0.125387,-2.914232,-0.215930
0.049939,-0.567141,0.731338,0.688733,-0.010248,0.000480,-0.724943,-0.046209,-0.465791,-0.002014,-0.281807,0.976168,-0.496271,0.156291,0.965614,0.428075,0.873206,1.147575,0.030663,0.059912,-0.386127,0.230156,-0.416988,-1.569633,-0.236148,0.083062,0.690378,-1.606924,-1.044670,-2.006478,-0.258114,-1.677386,0.111124,0.886705,0.035576,0.890972,0.018224,-1.782981,5.165926,-0.696269,-0.021845,-0.825194,0.089848,-1.928215,-0.193834,0.207102,-0.149388,-2.551260,-0.215799
0.051573,-0.557974,0.735093,0.690528,-0.011660,0.003848,-0.723201,-0.067412,-0.500619,-0.005411,-0.313263,0.973641,-0.475208,0.155623,0.980711,0.425614,0.835475,1.257560,0.014340,0.060380,-0.401139,0.231301,-0.449572,-1.573594,-0.234792,0.079743,0.643913,-1.611045,-1.050025,-1.763767,-0.218333,-1.651924,-0.153244,1.033311,-0.062642,0.871925,-0.058529,-1.712449,5.940658,-0.978734,-0.193839,-0.832655,0.041134,-1.686327,-0.234064,-0.004303,-0.195735,-2.519031,-0.237140
0.051915,-0.549529,0.737808,0.693210,-0.011700,0.007311,-0.720603,-0.088210,-0.536342,-0.010747,-0.347884,0.970038,-0.454938,0.153785,1.000491,0.425734,0.804709,1.385202,-0.008487,0.052158,-0.419434,0.231801,-0.484442,-1.578996,-0.236321,0.075233,0.589616,-1.616410,-1.052351,-1.673238,-0.238385,-1.789536,-0.090662,1.008686,-0.060225,0.559151,-0.273766,-1.587933,6.069544,-1.159872,-0.603410,-0.999703,-0.006087,-1.823008,-0.307125,-0.161830,-0.239460,-2.921560,-0.312039
0.051526,-0.541960,0.740248,0.697237,-0.013369,0.009882,-0.716648,-0.109506,-0.567548,-0.014947,-0.384845,0.970014,-0.434861,0.153214,1.003078,0.414664,0.771957,1.500341,-0.032055,0.036244,-0.441127,0.231057,-0.522492,-1.585879,-0.241265,0.070165,0.527051,-1.623526,-0.999498,-1.638478,-0.438706,-1.778463,0.036383,0.951103,-0.036895,0.076541,-0.787911,-1.412885,5.270830,-1.025868,-0.634999,-1.161618,-0.077045,-1.956851,-0.375900,-0.339410,-0.268531,-3.274807,-0.398642
0.051143,-0.533715,0.741303,0.700442,-0.011963,0.011780,-0.713511,-0.128190,-0.601881,-0.028296,-0.419022,0.971494,-0.416894,0.152309,1.003553,0.394217,0.748193,1.596035,-0.049521,0.026758,-0.465898,0.228719,-0.562716,-1.594032,-0.249897,0.064492,0.458624,-1.632356,-0.943260,-2.847110,-1.014001,-2.737113,1.267086,0.632758,-0.033917,-0.069320,-1.136906,-1.423377,4.473907,-0.886815,-0.680751,-3.888275,-0.833884,-5.710402,-1.265749,-1.409038,-0.965548,-9.477880,-1.333722
0.049366,-0.524966,0.740056,0.705846,-0.010938,0.015858,-0.708103,-0.147237,-0.681433,-0.055507,-0.494329,1.020697,-0.409551,0.151857,1.000305,0.369188,0.715022,1.679298,-0.067527,0.009014,-0.596658,0.197702,-0.750908,-1.636509,-0.297626,0.031543,0.147936,-1.676875,-0.805709,-2.794307,-1.009074,-2.707814,1.344313,0.534284,0.074100,-1.158845,-1.670139,-1.682012,2.665192,-0.378621,-0.656705,-4.750392,-1.338651,-6.663097,-1.528072,-1.704547,-1.232185,-10.807378,-1.587942
0.047802,-0.517200,0.740574,0.709608,-0.010492,0.018010,-0.704288,-0.160418,-0.713653,-0.068658,-0.527335,1.025266,-0.395523,0.155273,0.957199,0.327412,0.680913,1.702643,-0.064666,0.000490,-0.655914,0.175173,-0.829239,-1.655154,-0.318079,0.015204,0.026329,-1.695873,-0.651512,-1.739340,-0.675489,-1.821362,0.402358,0.667056,0.102242,-2.797504,-2.285450,-2.096982,0.237513,0.368815,-0.431705,-3.227927,-1.374923,-4.201921,-1.011530,-1.174709,-0.961985,-6.406005,-1.046127
0.045355,-0.509686,0.740455,0.713933,-0.010882,0.020258,-0.699836,-0.173297,-0.751006,-0.082526,-0.567184,1.036792,-0.382868,0.155947,0.888405,0.277770,0.631143,1.688798,-0.052775,-0.008255,-0.725775,0.142705,-0.918985,-1.676971,-0.344615,-0.006936,-0.108305,-1.718720,-0.487697,-1.832673,-0.740210,-1.892994,0.587872,0.532177,-0.011111,-3.828934,-2.459291,-2.605548,-1.465446,0.369633,-0.466225,-3.573063,-1.828239,-4.562101,-1.112735,-1.180275,-1.325223,-6.754488,-1.100653
0.042313,-0.502582,0.739372,0.717530,-0.009942,0.022346,-0.696098,-0.179926,-0.786960,-0.098267,-0.603054,1.048781,-0.374236,0.154829,0.804042,0.229040,0.576691,1.644025,-0.049881,-0.018159,-0.798837,0.102044,-1.011724,-1.699664,-0.365290,-0.037805,-0.243850,-1.739899,-0.351467,-1.841830,-0.824005,-1.907997,0.776920,0.423505,-0.102404,-4.744546,-2.645858,-3.305957,-3.102106,-0.463676,-0.716612,-3.440572,-2.084848,-4.416217,-1.077202,-0.743681,-1.681313,-6.461278,-0.909832
